TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T00519,A00529,2019-12-29,Check,Deposit,null
T00520,A00360,2014-08-22,,Deposit,34291
T00521,A00586,2018-03-09,Cash,Deposit,90862
T00522,A00318,null,Cash,Transfer,62183
T00523,A00612,2021-06-27,Debit_Card,Transfer,41266
T00524,A00694,2014-09-28,Debit_Card,Withdrawal,42084
T00525,A00921,2022-03-14,Credit_Card,Withdrawal,87948
T00526,,2016-09-05,,Purchase,87762
T00527,A00546,2014-11-18,Credit_Card,Withdrawal,29426
T00528,,2018-07-23,Credit_Card,Withdrawal,22260
T00529,,2017-08-02,Credit_Card,Deposit,10718
T00530,A00781,2019-12-26,Check,Withdrawal,2286
T00531,A00277,2019-09-04,Debit_Card,Purchase,10563
T00532,A00862,2015-01-02,Credit_Card,Transfer,null
T00533,A00500,2016-10-13,Check,Withdrawal,39694
T00534,,2015-07-20,Credit_Card,Withdrawal,84853
T00535,A00197,2014-10-14,Cash,Withdrawal,29840
T00536,A00101,null,Debit_Card,Purchase,33004
T00537,A00080,null,Check,Withdrawal,51088
T00538,A00773,2020-10-12,Cash,Deposit,77437
T00539,A00212,2022-02-15,Check,Transfer,11367
T00540,A00501,2020-09-25,Debit_Card,Transfer,34333
T00541,A00376,2017-09-28,Debit_Card,Purchase,10295
T00542,A00390,null,Check,Purchase,null
T00543,A00458,2016-07-28,Check,Transfer,52073
T00544,A00733,2017-07-23,Credit_Card,Withdrawal,32867
T00545,A00133,2015-07-03,Debit_Card,Withdrawal,54634
,A00506,2019-01-01,,Transfer,74681
T00547,A00620,2022-05-14,Check,Transfer,53516
,A00938,2016-11-15,Credit_Card,Withdrawal,63858
T00549,A00636,2016-02-24,Debit_Card,Deposit,37458
T00550,A00221,2016-03-21,Credit_Card,Transfer,80086
T00551,A00592,2017-05-08,Check,Withdrawal,68449
,A00636,2017-01-22,Credit_Card,Withdrawal,97418
T00553,A00875,2015-05-15,Credit_Card,Deposit,8400
T00554,A00542,2019-08-10,Debit_Card,Purchase,21075
,A00554,2015-11-15,,Deposit,45195
T00556,A00595,2021-11-22,Check,Transfer,51970
T00557,A00445,2020-09-23,Check,Transfer,74213
T00558,,2017-03-17,Cash,Withdrawal,30760
T00559,,2020-05-21,Debit_Card,Deposit,26214
T00560,A00931,2016-08-01,Cash,Withdrawal,null
T00561,A00314,2016-05-26,Cash,Deposit,73760
T00562,A00316,2018-03-16,Cash,Deposit,59221
T00563,A00723,2014-10-19,Check,Transfer,65324
T00564,A00062,2021-05-11,Cash,Deposit,null
T00565,A00280,2020-04-04,Credit_Card,Withdrawal,null
T00566,A00659,2016-06-20,Cash,Transfer,90394
T00567,A00861,null,Credit_Card,Deposit,34601
T00568,A00936,2017-04-06,Credit_Card,Deposit,42689
T00569,A00208,2014-07-29,Debit_Card,Purchase,72620
T00570,A00357,2018-04-05,,Withdrawal,9779
T00571,A00455,2017-10-04,Debit_Card,Deposit,46898
T00572,A00893,2014-06-18,Credit_Card,Transfer,null
T00573,A00411,2022-10-27,Debit_Card,Transfer,85305
,A00447,2022-11-01,Credit_Card,Deposit,57038
T00575,A00239,2023-06-21,Cash,Deposit,null
T00576,A00302,2021-12-07,Credit_Card,Withdrawal,null
T00577,A00555,2021-02-14,Credit_Card,Transfer,53942
T00578,A00405,2020-10-08,Debit_Card,Purchase,61068
T00579,A00232,null,Credit_Card,Purchase,79716
T00580,A00299,2020-11-07,Cash,Withdrawal,24866
T00581,A00663,2015-01-17,Check,Deposit,67321
T00582,A00623,2015-05-02,Debit_Card,Purchase,78474
T00583,A00027,2017-11-12,Debit_Card,Transfer,26500
T00584,A00115,2022-03-31,Cash,Purchase,13229
T00585,A00386,2023-03-26,Check,Withdrawal,42290
T00586,A00631,2021-01-02,Cash,Deposit,78046
T00587,,2019-03-02,Credit_Card,Transfer,24329
T00588,A00052,2015-08-09,Check,Transfer,88350
T00589,A00663,2016-08-19,Check,,1531
T00590,A00741,2019-04-18,Cash,Deposit,76991
T00591,A00579,null,Check,Purchase,null
T00592,A00936,2021-11-25,,Transfer,1673
T00593,A00653,2022-07-13,Cash,Withdrawal,47845
T00594,A00190,2022-08-23,Cash,Deposit,94697
T00595,A00979,2018-12-29,Cash,,13936
T00596,A00826,2014-06-09,Credit_Card,Purchase,49419
T00597,A00017,2023-04-13,Debit_Card,Purchase,46150
,A00609,2014-12-23,Cash,Transfer,96570
T00599,A00555,2017-06-20,Check,Withdrawal,80783
T00600,A00535,null,Credit_Card,Transfer,34502
T00601,A00070,2014-10-07,Debit_Card,Purchase,57267
T00602,A00594,null,Credit_Card,Transfer,null
T00603,A00335,2018-09-25,Credit_Card,Purchase,48406
T00604,A00662,2018-04-04,,Withdrawal,15125
T00605,A00475,2019-05-07,Check,Transfer,30491
T00606,A00699,2022-06-28,Credit_Card,Deposit,22281
T00607,A00076,2016-12-22,Debit_Card,Purchase,95861
T00608,A00091,2015-07-31,Check,Withdrawal,65652
T00609,A00171,2019-06-01,Debit_Card,Withdrawal,10478
T00610,A00806,2015-09-30,Credit_Card,,6399
T00611,A00374,2014-02-19,Credit_Card,Deposit,84661
T00612,A00668,2018-08-12,,Deposit,49280
T00613,A00427,2023-06-14,Credit_Card,Deposit,47295
T00614,A00374,2014-11-16,,Transfer,95199
T00615,,2018-04-04,Check,Transfer,null
T00616,A00707,2023-04-07,Cash,Transfer,47606
T00617,A00238,2022-07-23,Credit_Card,Transfer,null
T00618,A00414,2023-04-28,Cash,Purchase,85416
T00619,A00795,null,Credit_Card,Deposit,null
,A00520,null,Check,Deposit,38596
T00621,A00983,2022-09-09,Credit_Card,Withdrawal,61714
T00622,A00229,2015-11-27,Check,,89698
T00623,A00917,2018-10-21,Credit_Card,Transfer,86069
T00624,A00159,2018-03-05,Check,Deposit,10197
T00625,,2015-04-18,Check,Withdrawal,11280
T00626,A00109,2021-04-23,Debit_Card,Deposit,63930
T00627,A00956,null,,Withdrawal,41531
T00628,A00749,2016-07-21,Debit_Card,Withdrawal,79402
T00629,A00150,2019-11-01,Credit_Card,Purchase,20117
,A00802,2016-04-21,Debit_Card,Withdrawal,36380
T00631,A00374,2016-11-14,,Deposit,13357
T00632,A00222,2020-03-18,,Transfer,78153
T00633,A00164,2022-03-18,Check,,66427
T00634,A00200,2014-05-20,Check,Withdrawal,29425
T00635,A00974,2015-10-03,Check,Transfer,4605
T00636,A00003,2017-07-19,Cash,Purchase,89638
T00637,A00467,2015-03-15,Cash,Transfer,52000
T00638,A00556,2022-05-29,,Transfer,null
T00639,A00006,2019-11-04,Cash,Deposit,85050
T00640,A00491,2015-12-10,Credit_Card,Deposit,582
T00641,A00254,2020-05-26,Credit_Card,Deposit,14182
T00642,A00501,2015-11-10,Cash,Deposit,null
T00643,A00665,2021-01-14,Cash,Purchase,2248
T00644,A00909,2022-07-09,Credit_Card,Transfer,22604
T00645,,2018-01-14,Cash,Deposit,96586
T00646,A00273,2018-04-29,Debit_Card,Purchase,78539
T00647,A00417,null,Check,Purchase,70374
T00648,,2019-05-04,,Purchase,51359
T00649,A00417,2022-12-02,Check,Purchase,24464
T00650,A00327,2014-07-16,Credit_Card,Purchase,51996
T00651,A00925,null,,Transfer,74107
T00652,A00734,2021-08-28,Cash,Purchase,58160
T00653,A00862,2016-11-25,Cash,Deposit,51207
T00654,A00214,2014-12-26,Credit_Card,Deposit,15681
T00655,A00829,2017-03-07,Cash,Deposit,null
T00656,A00247,2014-04-17,Credit_Card,Transfer,89646
,A00630,2020-08-08,Debit_Card,Transfer,84085
T00658,A00671,null,Credit_Card,Withdrawal,57974
T00659,A00466,2014-12-31,Debit_Card,Withdrawal,null
T00660,A00886,2023-08-09,Cash,Purchase,null
T00661,A00622,2023-08-20,Debit_Card,Purchase,43360
T00662,A00702,2015-12-03,Cash,Withdrawal,32332
T00663,,2022-04-16,Check,,75877
T00664,A00788,2021-08-18,,Deposit,49796
,A00687,2022-03-07,Check,Deposit,27026
,A00416,2020-02-12,Credit_Card,Withdrawal,83719
T00667,A00041,2022-09-01,Credit_Card,Deposit,83910
T00668,A00708,2018-12-29,Credit_Card,Transfer,89552
T00669,A00923,2017-05-26,Check,Transfer,54058
T00670,A00402,2015-10-27,Cash,Purchase,64955
T00671,A00390,2020-02-23,,Transfer,null
T00672,A00586,2017-07-01,Cash,Deposit,1071
T00673,A00037,2016-03-20,Credit_Card,,198
T00674,A00125,2020-03-31,Cash,Purchase,45782
T00675,A00426,2015-06-07,Check,Deposit,53252
T00676,A00592,null,Debit_Card,Deposit,26647
T00677,A00783,2019-08-19,Credit_Card,Purchase,33303
,A00071,2014-09-23,,Transfer,54684
T00679,,2018-06-20,Check,Deposit,34977
T00680,A00671,2021-02-21,Cash,Purchase,55579
,A00566,2014-09-26,Debit_Card,Transfer,97382
T00682,A00578,null,,Deposit,28814
T00683,A00216,2015-08-09,Check,Withdrawal,52564
T00684,A00846,2018-03-15,Credit_Card,Withdrawal,54101
,A00094,2017-08-09,Check,Withdrawal,2694
T00686,A00128,2014-07-18,,Deposit,79396
T00687,A00871,2014-12-13,Debit_Card,Purchase,null
,,2015-12-20,Check,Transfer,33361
T00689,A00789,2014-04-08,Debit_Card,,null
T00690,A00331,2021-06-28,Check,Transfer,3613
T00691,A00501,2017-06-20,Credit_Card,Deposit,1623
T00692,A00328,2017-12-30,Cash,Transfer,47339
,A00273,2015-01-28,Check,Transfer,null
T00694,A00260,2021-07-23,Cash,Transfer,4068
T00695,A00073,2014-04-04,Check,Transfer,24768
T00696,A00238,2014-12-17,,,null
T00697,,2014-01-30,Debit_Card,Purchase,24359
T00698,A00227,null,Debit_Card,Transfer,15867
T00699,A00971,2017-04-08,Cash,Deposit,75810
T00700,A00388,2019-06-28,,Withdrawal,null
T00701,,2020-06-18,,Withdrawal,13354
T00702,A00529,2016-11-02,Debit_Card,,12241
T00703,A00862,2022-04-30,Debit_Card,Transfer,15187
T00704,A00542,2018-11-13,Debit_Card,,91114
T00705,A00953,2017-03-23,Credit_Card,,59075
T00706,A00467,2015-03-22,Cash,Withdrawal,59848
T00707,A00695,2017-11-04,Check,Withdrawal,39674
T00708,A00486,2017-10-30,Debit_Card,Deposit,62921
T00709,,2015-04-11,Cash,Transfer,59186
T00710,A00954,2014-03-31,Debit_Card,Withdrawal,91000
T00711,A00154,2018-04-02,Debit_Card,Transfer,35339
T00712,A00360,2014-01-06,Credit_Card,Transfer,41799
T00713,A00193,2023-03-22,Cash,,76012
T00714,A00415,null,,Purchase,30279
T00715,A00603,2021-10-24,Credit_Card,Purchase,null
T00716,A00158,2013-11-05,,Deposit,95918
T00717,A00730,2022-01-13,Credit_Card,Purchase,45620
T00718,A00706,2016-12-24,Cash,Deposit,null
T00719,A00762,2016-10-16,Check,Deposit,41299
T00720,A00620,2018-12-26,Cash,Deposit,null
T00721,A00980,2016-05-25,Check,Withdrawal,4807
T00722,A00358,2017-02-04,Credit_Card,,11398
,A00818,2014-05-15,Debit_Card,Withdrawal,81101
T00724,A01000,2014-06-11,Check,Withdrawal,47712
,,2023-08-15,Check,Deposit,95763
T00726,A00354,2014-08-04,,,51057
T00727,A00523,2020-10-15,Cash,Transfer,81724
T00728,A00153,2020-07-26,Check,Withdrawal,56002
T00729,A00674,2022-09-09,Check,Withdrawal,28101
,A00385,2023-07-18,Check,Deposit,null
T00731,A00203,2015-02-18,,,64015
T00732,A00755,2014-09-13,Cash,,95032
T00733,A00390,2023-01-16,Check,Withdrawal,83246
T00734,A00205,2018-08-06,Check,Transfer,47310
T00735,A00034,2023-08-15,Debit_Card,Purchase,51637
T00736,A00946,2023-07-26,Debit_Card,Purchase,69046
T00737,A00679,2014-03-23,Cash,Purchase,13265
T00738,A00211,2017-07-23,Cash,Purchase,58706
T00739,A00745,2016-10-12,Debit_Card,Deposit,null
T00740,A00414,2022-09-17,Check,Withdrawal,5836
T00741,A00034,2020-01-19,Cash,Withdrawal,5531
T00742,A00743,2023-07-07,Cash,Transfer,93125
T00743,A00481,2018-02-21,Check,Deposit,13767
T00744,A00567,2014-07-02,Credit_Card,Purchase,33926
T00745,A00807,2019-08-03,,Withdrawal,71712
T00746,A00382,2019-07-22,Debit_Card,Deposit,80968
T00747,A00937,2020-11-11,Debit_Card,Transfer,null
T00748,A00705,2023-04-06,Cash,Purchase,69616
T00749,A00575,null,Cash,Withdrawal,94687
T00750,A00573,2014-10-19,Cash,Transfer,90682
T00751,,2018-09-08,Check,Deposit,44413
T00752,A00589,2019-07-18,Credit_Card,Purchase,69677
,A00953,2023-07-05,Credit_Card,Withdrawal,22183
T00754,A00135,2022-03-15,Cash,Withdrawal,58684
T00755,A00210,2022-05-22,Debit_Card,Transfer,36737
T00756,A00061,2014-07-17,,Purchase,16294
T00757,A00128,null,Cash,Purchase,92075
T00758,A00837,2016-08-25,Check,Withdrawal,81172
,A00507,2021-08-28,Check,Purchase,50974
T00760,A00215,2023-01-30,Debit_Card,Transfer,20512
T00761,A00061,null,Cash,Transfer,14279
T00762,A00161,2021-05-22,Credit_Card,Purchase,9595
T00763,A00907,null,,Transfer,39472
T00764,A00081,2015-01-13,Credit_Card,Deposit,68866
T00765,A00574,2014-08-05,Debit_Card,Withdrawal,85795
T00766,A00084,2017-01-13,Debit_Card,Purchase,null
T00767,A00012,2014-11-23,Debit_Card,Deposit,42186
T00768,A00235,2017-04-12,Debit_Card,,26241
T00769,A00632,2021-03-05,Credit_Card,Withdrawal,80667
,A00849,2019-07-17,Check,Deposit,99622
T00771,A00576,2022-08-27,Credit_Card,Withdrawal,36844
T00772,A00618,2018-11-26,Debit_Card,Purchase,72431
T00773,A00481,2017-08-11,Debit_Card,Deposit,86206
T00774,A00799,2014-08-04,Check,Withdrawal,null
T00775,A00521,2022-12-21,Debit_Card,Withdrawal,17639
T00776,A00044,2016-07-18,Cash,Withdrawal,96501
T00777,A00387,2019-09-03,Check,Transfer,3098
,A00474,null,Credit_Card,Transfer,71616
,A00562,2019-01-29,Debit_Card,,83240
T00780,A00699,2019-07-12,Debit_Card,,52329
T00781,A00870,null,,Withdrawal,36875
T00782,A00326,2017-01-24,Cash,,null
T00783,A00999,2021-04-02,Credit_Card,Purchase,56980
,A00274,2021-11-11,Cash,Purchase,22387
T00785,A00020,2023-01-03,Credit_Card,Deposit,96901
T00786,A00743,2015-03-14,Check,Withdrawal,69981
T00787,A00096,2017-07-24,Cash,Deposit,null
T00788,A00687,2018-01-01,Cash,Purchase,98937
T00789,A00067,2017-12-29,Check,Transfer,55737
T00790,A00192,2015-01-07,Cash,Purchase,87852
T00791,A00494,2016-03-15,Debit_Card,Deposit,71905
T00792,A00483,2017-11-16,Check,Withdrawal,81028
T00793,A00588,2022-06-21,Cash,Purchase,9047
,A00796,null,Cash,Purchase,null
,A00396,2022-12-24,Credit_Card,Deposit,55283
,A00200,2018-10-29,Cash,Purchase,64064
T00797,A00968,2021-08-30,Credit_Card,,62965
T00798,A00316,2023-01-16,Credit_Card,,73132
T00799,A00338,null,Cash,Purchase,45373
T00800,A00304,2019-12-25,Debit_Card,Purchase,37100
T00801,A00731,2016-03-27,Debit_Card,Transfer,95988
T00802,A00474,2022-11-01,Credit_Card,Deposit,86525
,A00880,2015-12-19,Cash,Purchase,null
T00804,A00490,2022-06-30,Debit_Card,Purchase,97651
,A00086,2017-01-25,Check,Purchase,11151
T00806,A00294,2018-04-10,Cash,,39495
T00807,A00797,2018-07-01,Cash,Transfer,31139
T00808,A00303,2017-09-05,Check,Withdrawal,88231
T00809,A00267,2023-01-07,Cash,Transfer,30952
,A00947,2019-10-28,,Deposit,22142
,A00639,2016-05-25,Credit_Card,Purchase,77998
T00812,A00712,2014-06-12,Debit_Card,Deposit,61585
,A00028,2016-12-08,Check,Transfer,68946
T00814,A00593,2015-11-26,Credit_Card,Deposit,97257
T00815,A00992,2021-08-22,,Withdrawal,null
T00816,A00590,2015-02-26,,Withdrawal,null
T00817,A00025,null,,Purchase,null
T00818,A00211,2023-08-18,Check,Purchase,79831
T00819,A00430,2020-03-31,Cash,Withdrawal,85423
,A00039,2020-07-29,Cash,Withdrawal,54471
T00821,A00751,2023-04-10,Debit_Card,Purchase,87738
,A00072,2018-03-22,Cash,Deposit,67258
T00823,A00570,2020-01-15,Debit_Card,Purchase,30006
T00824,A00469,2019-09-29,Debit_Card,,48835
T00825,A00325,2022-03-19,Credit_Card,Transfer,67504
T00826,A00934,2020-05-29,Check,Deposit,null
T00827,A00124,2015-12-28,Debit_Card,Purchase,39612
T00828,,2017-07-09,Check,,60175
T00829,A00857,2015-03-20,Cash,Withdrawal,null
T00830,A00486,2016-01-26,,Purchase,50601
T00831,A00249,2015-09-15,Credit_Card,Withdrawal,1645
T00832,A00977,2021-10-16,Credit_Card,Transfer,78587
,A00399,2014-09-27,Check,Withdrawal,null
T00834,A00595,2016-05-07,Credit_Card,,42142
,A00950,2019-01-11,Check,Purchase,8961
,,2020-10-17,Cash,Transfer,null
,A00992,2022-06-07,Cash,Deposit,41054
T00838,A00015,2023-01-21,Cash,Purchase,43150
T00839,A00293,2017-07-04,,,3444
T00840,,2023-05-01,Check,Deposit,30319
T00841,A00189,2020-01-05,Cash,Deposit,2708
T00842,A00890,2016-08-26,Debit_Card,Transfer,52791
T00843,A00494,2023-01-19,Check,Withdrawal,38646
T00844,A00092,2015-11-08,Debit_Card,Deposit,97839
T00845,,2020-04-20,Check,Transfer,59766
T00846,,2021-11-20,,Purchase,67208
T00847,A00928,2023-06-26,Credit_Card,Transfer,49856
T00848,A00537,2016-05-18,Cash,Deposit,94586
T00849,A00360,2015-03-02,Debit_Card,Deposit,null
T00850,A00732,2014-08-20,,,82750
T00851,A00432,2019-09-21,Credit_Card,Deposit,45174
T00852,A00203,null,Credit_Card,Withdrawal,51262
T00853,A00328,2022-11-23,Cash,Withdrawal,35463
T00854,A00616,2020-04-06,Cash,Deposit,53988
T00855,A00917,2017-04-22,Credit_Card,,3033
T00856,A00506,2015-09-22,Debit_Card,Withdrawal,22252
T00857,A00603,2023-04-08,Cash,Deposit,51254
T00858,,2021-10-02,Credit_Card,Purchase,56729
T00859,A00283,2017-12-23,,Withdrawal,10596
T00860,A00780,2016-09-27,Debit_Card,Purchase,22513
T00861,A00609,2015-01-02,Debit_Card,Purchase,21285
,A00640,2021-04-17,Cash,Withdrawal,93687
T00863,A00906,2020-04-28,Credit_Card,Transfer,8747
T00864,A00068,2018-11-24,Check,Withdrawal,67726
T00865,A00566,2018-04-11,Check,Transfer,88433
T00866,A00169,2020-07-14,Debit_Card,Deposit,70920
T00867,A00374,2019-10-27,Debit_Card,Purchase,67715
,A00224,2022-09-06,Debit_Card,Transfer,97760
T00869,A00136,2014-11-12,Credit_Card,Transfer,13973
T00870,A00399,2017-10-05,Check,Withdrawal,51824
T00871,A00467,2013-10-15,,Purchase,null
T00872,A00023,2015-04-15,Credit_Card,Deposit,33332
T00873,A00356,2018-02-22,Check,Deposit,1341
T00874,A00056,2018-10-30,Credit_Card,Purchase,22688
T00875,A00788,2015-12-18,Check,Transfer,null
T00876,A00943,2015-03-02,Cash,Purchase,28087
T00877,A00050,2019-08-24,Credit_Card,Transfer,45588
T00878,A00520,null,Cash,Withdrawal,90890
T00879,A00443,2014-12-18,Check,Deposit,93387
T00880,A00269,2023-05-30,Check,Withdrawal,95488
T00881,A00368,2023-05-17,,Purchase,90398
T00882,A00119,2022-11-15,Check,Transfer,null
T00883,A00917,2017-02-22,,Transfer,36869
T00884,A00174,2014-04-27,Credit_Card,Deposit,null
T00885,A00202,2018-10-10,Credit_Card,Withdrawal,null
,A00332,2022-09-26,Debit_Card,Deposit,19944
T00887,A00074,2017-02-19,Credit_Card,Withdrawal,66421
T00888,A00740,2017-07-05,Debit_Card,Transfer,51541
T00889,A00464,2019-01-09,,Transfer,312
T00890,,2023-06-28,Check,Purchase,22466
T00891,A00133,null,Credit_Card,Withdrawal,76212
,,2022-02-08,Check,,18180
,A00463,2014-02-18,Credit_Card,Deposit,37957
T00894,A00864,2016-04-22,,Withdrawal,24844
,A00839,null,Credit_Card,,66319
T00896,A00633,2019-09-18,Check,Withdrawal,34082
T00897,A00205,null,Debit_Card,Deposit,65128
T00898,A00578,2014-09-27,Check,,50405
T00899,A00581,null,Credit_Card,Transfer,56862
T00900,A00905,2023-05-27,Check,Transfer,6854
T00901,A00846,2019-07-16,,Deposit,95436
T00902,,2018-09-23,Debit_Card,Deposit,91718
T00903,A00391,null,Debit_Card,Purchase,null
T00904,,null,Credit_Card,Deposit,48729
T00905,A00674,2023-01-01,Check,Transfer,57457
T00906,A00841,null,Cash,Purchase,50800
T00907,A00140,2013-12-18,Check,Deposit,25530
T00908,A00999,2014-10-13,Cash,Deposit,76902
T00909,A00998,2016-03-25,Debit_Card,Purchase,20891
T00910,A00658,2019-06-05,,Purchase,69956
T00911,A00880,2021-11-25,Credit_Card,,78408
T00912,,2014-01-26,Credit_Card,Transfer,53470
T00913,A00762,2019-03-13,Credit_Card,Purchase,68265
T00914,A00544,2015-08-09,Debit_Card,Purchase,9969
T00915,,2016-09-30,Debit_Card,Transfer,2406
T00916,A00338,2022-02-10,Credit_Card,Withdrawal,77769
T00917,A00478,2018-12-09,,Deposit,10443
T00918,A00112,2014-02-14,Debit_Card,,72501
T00919,A00385,2015-04-12,Check,Purchase,16218
T00920,,2016-06-08,,Deposit,85282
T00921,A00356,2019-11-28,Cash,Transfer,84190
T00922,A00557,2018-12-12,Credit_Card,Deposit,55160
,A00430,2023-05-01,Cash,Purchase,15146
T00924,,2022-03-31,Cash,,null
T00925,A00375,null,Check,Withdrawal,79240
T00926,A00721,2022-01-15,Credit_Card,Deposit,null
T00927,,2017-08-12,Debit_Card,Transfer,12369
T00928,A00898,2020-05-23,Debit_Card,Deposit,57493
T00929,A00426,2022-04-06,Debit_Card,Purchase,65436
T00930,A00192,2023-02-16,Debit_Card,Transfer,35595
T00931,A00257,2016-01-04,Cash,Transfer,36304
T00932,A00259,2016-08-15,Check,Withdrawal,84657
T00933,A00997,2015-12-19,Credit_Card,Deposit,891
,,2017-12-18,Cash,Deposit,9010
T00935,A00016,2019-12-02,Debit_Card,Withdrawal,null
T00936,A00030,2014-03-01,Credit_Card,,53685
T00937,A00632,2017-11-01,Credit_Card,Purchase,58987
T00938,A00738,2016-08-03,Credit_Card,Transfer,87337
T00939,,2023-04-10,Credit_Card,Withdrawal,59713
T00940,A00172,2014-09-16,Debit_Card,Transfer,73534
T00941,A00074,2020-05-07,Credit_Card,Transfer,42383
T00942,A00113,2023-07-31,Check,Purchase,8181
T00943,A00139,2014-08-18,Check,Deposit,null
T00944,,2017-07-20,Cash,Transfer,null
T00945,A00132,2019-09-15,Credit_Card,,40290
T00946,,2019-01-31,Credit_Card,,59952
T00947,A00648,2017-09-01,,Transfer,93763
T00948,A00738,2018-08-29,Debit_Card,Transfer,null
T00949,A00858,2021-04-26,Debit_Card,Deposit,22558
T00950,A00104,2016-07-08,,Transfer,58286
T00951,A00529,2018-07-15,Credit_Card,Transfer,28999
T00952,A00335,2016-10-08,Credit_Card,Transfer,40179
T00953,,2014-11-13,Cash,Transfer,29948
T00954,A00569,2014-11-06,Debit_Card,Deposit,70680
T00955,A00395,null,Debit_Card,Transfer,96624
T00956,A00505,2014-12-18,Debit_Card,Purchase,93745
T00957,A00651,2021-08-08,Check,Transfer,24555
T00958,,2020-01-15,,Deposit,83123
,A00306,2021-02-25,Check,Transfer,1865
T00960,A00406,2017-09-13,Debit_Card,Transfer,28632
T00961,A00438,2022-05-20,Credit_Card,Withdrawal,46159
T00962,,null,Check,Transfer,24279
T00963,A00819,2021-08-08,Check,Transfer,null
T00964,A00036,2018-06-06,Debit_Card,Purchase,55509
T00965,,2017-12-29,,,null
T00966,A00219,2017-09-02,Cash,,44967
T00967,A00097,2016-12-07,Debit_Card,Deposit,47911
T00968,A00059,2022-05-13,Cash,Transfer,null
T00969,,2022-07-28,,Deposit,89673
T00970,A00900,2020-09-01,Debit_Card,Transfer,26564
T00971,A00604,null,Debit_Card,Deposit,3944
T00972,A00306,2019-01-26,Check,Purchase,10855
T00973,A00398,2016-08-30,Credit_Card,Withdrawal,29308
T00974,A00663,2017-09-30,,Transfer,83777
T00975,A00905,2014-08-16,Cash,Withdrawal,91288
,A00153,2016-01-24,Debit_Card,Withdrawal,85646
T00977,A00256,2015-12-03,Credit_Card,Withdrawal,22978
T00978,A00651,2022-05-12,Cash,Purchase,79310
T00979,A00551,2016-11-23,Debit_Card,Transfer,4799
T00980,A00853,2018-08-19,Credit_Card,Withdrawal,95965
T00981,A00645,2018-06-10,Check,Withdrawal,75017
T00982,A00049,2020-12-30,Cash,Withdrawal,11367
T00983,A00373,2019-11-07,Check,Withdrawal,85690
T00984,A00066,2022-09-10,Debit_Card,Withdrawal,41153
T00985,A00233,2019-09-07,Debit_Card,Withdrawal,23464
,A00699,2021-10-04,Cash,Transfer,null
T00987,,null,Cash,Transfer,59745
T00988,A00391,2014-02-08,,Withdrawal,60921
T00989,A00812,2019-12-11,Cash,Purchase,76271
T00990,A00493,2014-05-30,Credit_Card,Deposit,84560
,A00470,2019-07-12,Debit_Card,Deposit,null
T00992,A00768,2018-06-18,Debit_Card,Purchase,54817
T00993,A00444,2018-12-01,Check,Purchase,11566
T00994,A00804,2017-03-26,,Purchase,null
