ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00871,C00871,B00030,629488,2015-10-12,Savings,
A00872,,b00038,71139,null,,PENDING
a00873,C00873,,513991,2022-04-26,Fixed Deposit,active
a00874,C00874,b00039,618803,2016-07-27,Savings,
a00875,C00875,,964125,2018-05-14,savings,Pending
A00876,C00876,b00036,407356,2015-05-05,SAVINGS,pending
A00877,c00877,b00045,509568,2014-02-23,Checking,CLOSED
a00878,C00878,b00033,46378,2022-10-16,checking,ACTIVE
A00879,C00879,b00037,798669,null,Savings,ACTIVE
a00880,C00880,B00026,368238,2017-05-01,CHECKING,closed
a00881,C00881,B00029,793543,null,Fixed Deposit,Closed
A00882,C00882,,766069,2015-12-24,SAVINGS,ACTIVE
a00883,,B00004,526183,2021-11-19,savings,PENDING
A00884,C00884,B00036,797634,2021-11-20,CHECKING,pending
A00885,C00885,B00012,372921,2023-02-22,checking,pending
A00886,c00886,b00025,152988,2022-05-06,SAVINGS,Pending
A00887,c00887,B00024,64178,2021-03-17,FIXED DEPOSIT,Active
a00888,C00888,,856951,2022-10-28,CHECKING,
A00889,C00889,b00023,386525,2015-02-14,FIXED DEPOSIT,CLOSED
a00890,C00890,B00001,null,null,SAVINGS,
A00891,,B00005,21036,2016-09-13,Savings,
a00892,c00892,B00007,355651,2016-12-09,Fixed Deposit,Active
A00893,c00893,b00001,628147,2018-07-31,checking,closed
,C00894,,959848,2018-11-22,Fixed Deposit,Active
A00895,c00895,,499392,2016-07-10,FIXED DEPOSIT,
A00896,c00896,b00043,368310,2023-04-12,fixed deposit,Pending
A00897,C00897,B00005,133900,2022-05-09,,pending
A00898,C00898,B00021,null,null,FIXED DEPOSIT,closed
a00899,C00899,B00020,355163,2015-11-02,savings,CLOSED
a00900,C00900,B00046,417972,2022-05-18,,CLOSED
A00901,C00901,B00039,414494,null,savings,Pending
,,b00035,35270,2015-04-02,checking,Closed
A00903,c00903,b00031,830819,2021-08-20,CHECKING,pending
A00904,C00904,,97282,2017-10-17,Fixed Deposit,pending
a00905,C00905,B00049,826703,2023-08-09,Checking,closed
A00906,C00906,B00043,null,2017-02-25,FIXED DEPOSIT,pending
a00907,C00907,B00039,504488,2020-08-07,,PENDING
A00908,C00908,b00044,831183,2017-08-18,FIXED DEPOSIT,
A00909,c00909,B00023,null,null,fixed deposit,Pending
A00910,c00910,b00049,8460,2023-04-01,fixed deposit,CLOSED
a00911,C00911,b00008,97684,2013-11-29,savings,PENDING
a00912,C00912,B00015,353378,2021-08-15,Savings,pending
A00913,C00913,B00022,983862,2020-08-18,SAVINGS,Closed
A00914,c00914,B00016,67325,2016-04-09,Fixed Deposit,Closed
A00915,C00915,,794758,2014-03-06,savings,active
a00916,C00916,,367430,2015-05-12,fixed deposit,Pending
a00917,C00917,B00006,null,null,Checking,Pending
A00918,C00918,b00020,158705,2019-03-19,SAVINGS,Active
A00919,C00919,b00008,265674,2022-12-04,CHECKING,active
a00920,,B00032,254763,2013-12-02,CHECKING,Active
A00921,C00921,B00014,257104,2017-10-28,checking,Active
A00922,c00922,b00027,null,2015-05-11,fixed deposit,pending
a00923,c00923,B00008,683428,2022-04-11,FIXED DEPOSIT,pending
A00924,c00924,B00025,47884,2022-03-26,fixed deposit,Active
a00925,C00925,B00050,987457,2017-11-27,Fixed Deposit,Pending
a00926,,B00014,null,2013-12-10,savings,CLOSED
a00927,C00927,B00044,739883,2013-12-27,FIXED DEPOSIT,ACTIVE
a00928,C00928,B00031,537595,2015-03-16,checking,Active
a00929,,b00048,832273,2018-11-22,Savings,Closed
A00930,C00930,B00034,643661,2021-06-29,FIXED DEPOSIT,
A00931,,B00035,264947,2023-06-01,CHECKING,pending
A00932,C00932,B00014,957012,2015-08-12,Fixed Deposit,pending
A00933,,b00016,312386,2014-02-22,fixed deposit,Active
A00934,C00934,b00025,645398,2018-02-25,Checking,Active
a00935,,B00001,52199,2019-10-01,FIXED DEPOSIT,pending
A00936,c00936,B00012,null,2022-04-22,SAVINGS,
A00937,C00937,b00031,638609,2020-04-22,savings,
A00938,C00938,,144491,2019-02-23,,Active
A00939,C00939,,777119,2023-05-15,FIXED DEPOSIT,CLOSED
A00940,C00940,B00025,null,2017-07-11,Fixed Deposit,Closed
a00941,C00941,B00024,null,2018-10-24,Savings,pending
A00942,C00942,b00046,962825,null,checking,closed
A00943,C00943,B00024,704653,2016-06-18,,CLOSED
A00944,C00944,,698544,2019-07-10,savings,active
A00945,c00945,B00049,433610,2022-09-02,CHECKING,closed
a00946,C00946,b00042,150627,2019-03-05,CHECKING,CLOSED
a00947,c00947,b00022,755636,2022-12-31,fixed deposit,
A00948,c00948,B00015,961415,2019-03-22,savings,Active
A00949,C00949,B00015,785086,2016-02-10,CHECKING,PENDING
a00950,c00950,b00038,969026,null,fixed deposit,Closed
A00951,C00951,B00015,430613,null,CHECKING,Closed
A00952,,B00030,887716,2018-02-28,CHECKING,closed
A00953,C00953,b00010,43033,2017-10-03,SAVINGS,pending
A00954,C00954,B00035,786713,2015-10-29,,
A00955,C00955,,null,2018-05-25,FIXED DEPOSIT,PENDING
A00956,C00956,B00031,731878,2015-03-15,Checking,ACTIVE
,C00957,b00013,762321,2018-11-16,Fixed Deposit,Active
A00958,C00958,B00018,541554,2020-06-22,Savings,Pending
A00959,,b00002,412447,2018-10-06,Fixed Deposit,Closed
a00960,C00960,B00043,184822,2016-03-16,Checking,
A00961,C00961,B00029,134892,2014-04-18,CHECKING,PENDING
a00962,c00962,B00048,845927,2019-03-16,fixed deposit,pending
A00963,C00963,,372796,2022-11-20,savings,Pending
a00964,c00964,B00002,546446,2016-03-12,savings,active
A00965,C00965,b00007,28748,2019-12-26,savings,Pending
a00966,,B00024,412035,2019-08-22,FIXED DEPOSIT,Closed
A00967,C00967,B00030,250962,2020-11-05,Fixed Deposit,
A00968,C00968,B00043,null,2017-01-10,SAVINGS,ACTIVE
a00969,C00969,B00014,959619,2022-01-20,Savings,Pending
A00970,c00970,B00005,690666,2021-05-01,Fixed Deposit,Pending
A00971,C00971,B00008,851827,2019-10-25,savings,PENDING
,,b00030,565823,2014-07-21,Checking,pending
A00973,c00973,b00009,366658,2014-07-11,FIXED DEPOSIT,closed
A00974,,b00040,686110,2016-03-16,savings,Active
A00975,c00975,B00017,690049,2022-05-19,fixed deposit,ACTIVE
A00976,C00976,B00020,null,2021-01-17,fixed deposit,
A00977,C00977,,125427,null,CHECKING,
A00978,,b00050,152704,2022-01-10,Fixed Deposit,active
,c00979,b00037,294691,2022-08-23,Savings,active
A00980,,B00039,591978,2019-06-17,fixed deposit,active
a00981,C00981,B00024,983906,2019-11-18,CHECKING,Closed
A00982,C00982,B00042,792730,2019-08-31,Savings,Active
A00983,C00983,B00010,165623,2017-05-19,Checking,Closed
a00984,C00984,B00045,789898,2016-03-13,CHECKING,Active
A00985,C00985,b00011,null,2015-08-22,FIXED DEPOSIT,CLOSED
,,B00042,23688,2017-03-15,savings,closed
a00987,C00987,b00044,861853,2019-12-28,SAVINGS,Active
a00988,C00988,B00003,213,null,fixed deposit,ACTIVE
A00989,C00989,B00005,585372,2019-03-05,,closed
a00990,c00990,B00007,951250,2022-06-05,fixed deposit,PENDING
A00991,,b00006,877672,null,checking,ACTIVE
a00992,C00992,b00036,136785,2019-12-23,fixed deposit,Pending
A00993,C00993,b00028,null,2018-11-14,CHECKING,active
a00994,C00994,B00002,null,2021-06-05,,Pending
,C00995,B00039,248165,null,Savings,closed
A00996,,B00025,62507,2014-08-01,CHECKING,closed
A00997,C00997,,947835,2022-06-26,SAVINGS,Pending
,C00998,B00032,null,2019-03-15,,CLOSED
A00999,,B00020,928679,2014-09-16,FIXED DEPOSIT,closed
A01000,C01000,B00002,568816,2016-04-27,Savings,Active
a00001,C00001,B00005,584136,2022-03-02,savings,Closed
a00002,c00002,b00043,null,2020-02-29,FIXED DEPOSIT,pending
A00003,c00003,b00036,927468,2017-09-08,SAVINGS,
,c00004,,546320,2020-08-30,checking,Active
A00005,C00005,b00026,66238,2017-03-09,checking,Pending
a00006,C00006,B00021,806772,2022-02-26,Savings,ACTIVE
a00007,C00007,,942771,2020-05-23,Checking,Closed
A00008,C00008,,780278,2022-11-19,checking,closed
A00009,C00009,b00021,617621,2018-07-10,fixed deposit,Active
A00010,,b00006,695124,2022-05-31,,Active
A00011,C00011,B00014,401595,2018-06-16,Checking,
a00012,C00012,B00017,526819,2019-07-19,SAVINGS,CLOSED
A00013,C00013,B00045,304579,2017-10-10,,pending
A00014,c00014,,683998,2023-06-19,,pending
A00015,,b00019,881892,2018-07-27,savings,active
a00016,C00016,B00026,946695,2016-04-25,FIXED DEPOSIT,CLOSED
A00017,C00017,B00033,348588,2017-10-17,CHECKING,ACTIVE
A00018,C00018,B00042,701232,null,,pending
a00019,c00019,b00024,671720,null,FIXED DEPOSIT,Pending
A00020,,B00008,123017,2020-05-19,CHECKING,closed
a00021,C00021,B00013,482129,2021-11-03,Checking,ACTIVE
a00022,C00022,B00023,135844,2018-08-05,fixed deposit,Active
a00023,C00023,B00024,696135,2014-11-07,Checking,Closed
A00024,C00024,B00002,584575,2020-07-05,fixed deposit,Closed
A00025,C00025,b00026,697196,2020-03-30,SAVINGS,Active
A00026,,b00048,25425,2014-04-25,Checking,ACTIVE
a00027,C00027,B00020,545487,null,savings,
a00028,C00028,B00014,43135,2018-02-06,checking,closed
a00029,,,392270,2022-02-06,SAVINGS,CLOSED
A00030,C00030,b00021,425484,2021-11-15,FIXED DEPOSIT,active
A00031,c00031,b00049,176184,2020-08-23,fixed deposit,pending
A00032,c00032,B00003,272736,2015-05-15,,Closed
A00033,C00033,,859559,2023-05-02,Savings,Closed
A00034,C00034,B00023,488913,2020-06-15,CHECKING,Pending
A00035,,B00002,770108,null,checking,active
,C00036,b00050,434644,2020-01-05,Savings,closed
A00037,C00037,B00007,942490,2019-09-03,savings,Pending
a00038,,B00043,46606,2017-11-04,Checking,ACTIVE
a00039,c00039,B00024,430269,2019-11-15,,closed
a00040,C00040,B00032,116900,null,,Active
A00041,C00041,b00023,999133,2020-11-27,fixed deposit,closed
A00042,C00042,B00038,338612,2022-11-25,Fixed Deposit,CLOSED
a00043,C00043,b00025,null,2015-03-06,Fixed Deposit,Pending
A00044,c00044,B00034,122368,2016-03-29,savings,Closed
a00045,C00045,B00048,224202,2015-09-08,CHECKING,Active
A00046,C00046,B00047,672497,2020-11-10,CHECKING,pending
a00047,C00047,b00012,623814,2018-11-24,savings,ACTIVE
a00048,C00048,b00009,690870,2018-03-07,SAVINGS,closed
A00049,c00049,b00039,29646,2023-02-20,Fixed Deposit,closed
a00050,c00050,B00039,68794,null,SAVINGS,closed
a00051,c00051,b00014,37370,2016-06-17,SAVINGS,Closed
,C00052,B00034,638563,2014-07-29,savings,Pending
A00053,C00053,B00011,722515,2018-08-15,fixed deposit,active
A00054,C00054,,58870,2023-03-02,,closed
A00055,C00055,B00015,328849,2016-10-03,CHECKING,Active
A00056,C00056,b00027,991902,2019-07-01,checking,pending
A00057,C00057,B00047,472659,2023-07-08,Fixed Deposit,Pending
A00058,c00058,,85295,2018-05-29,CHECKING,active
a00059,C00059,B00034,null,2022-02-11,FIXED DEPOSIT,
A00060,C00060,b00038,394388,2022-02-21,checking,Pending
a00061,C00061,B00019,274547,null,FIXED DEPOSIT,CLOSED
a00062,C00062,B00041,731720,2022-01-25,Checking,Pending
a00063,C00063,B00023,681893,2021-02-02,,CLOSED
a00064,C00064,B00031,null,2016-07-22,savings,CLOSED
a00065,C00065,B00029,581424,2021-02-09,,closed
A00066,c00066,B00030,526460,2017-11-25,fixed deposit,Closed
a00067,C00067,B00026,265368,2019-08-16,savings,ACTIVE
a00068,c00068,,73830,2021-10-03,Fixed Deposit,active
a00069,C00069,B00022,76928,2013-12-25,Savings,ACTIVE
A00070,c00070,B00024,251836,2017-12-14,Savings,Closed
a00071,c00071,B00031,793357,2021-06-13,Checking,
A00072,,B00002,868506,2021-06-01,Savings,Active
a00073,C00073,B00042,881772,2021-04-24,Fixed Deposit,
,C00074,b00043,433450,null,SAVINGS,active
A00075,c00075,b00038,928258,2018-02-24,fixed deposit,
a00076,c00076,b00010,585814,2018-09-15,FIXED DEPOSIT,Active
A00077,c00077,b00023,394206,null,fixed deposit,closed
a00078,c00078,B00033,894054,2016-11-24,fixed deposit,pending
A00079,c00079,b00013,787067,2014-09-05,Checking,active
a00080,c00080,B00039,40067,2016-04-19,Checking,PENDING
A00081,C00081,b00050,670994,2017-01-28,fixed deposit,pending
a00082,c00082,b00033,221605,null,Checking,closed
a00083,c00083,,854353,2014-10-14,,Pending
A00084,C00084,b00013,490673,2021-11-20,fixed deposit,CLOSED
A00085,c00085,B00008,992444,2023-07-17,fixed deposit,active
A00086,C00086,b00041,717635,2020-12-03,FIXED DEPOSIT,Closed
A00087,,,530795,2016-03-01,Fixed Deposit,pending
a00088,,b00046,null,2013-12-31,Savings,pending
A00089,C00089,B00047,352114,2013-11-23,savings,CLOSED
A00090,C00090,B00049,70167,2017-12-19,savings,pending
A00091,C00091,B00030,146246,2017-05-18,checking,pending
A00092,C00092,B00048,643340,null,fixed deposit,Pending
a00093,c00093,B00036,775435,2019-04-01,FIXED DEPOSIT,closed
A00094,c00094,b00042,695543,2018-01-03,fixed deposit,Pending
A00095,c00095,b00030,870445,2019-10-23,Checking,Closed
A00096,C00096,B00032,643101,2015-09-28,Fixed Deposit,active
a00097,C00097,b00004,115926,2016-01-08,Savings,pending
A00098,c00098,b00041,null,2018-09-22,Checking,active
,C00099,b00011,952772,2014-09-20,savings,Closed
a00100,C00100,b00030,948340,null,Fixed Deposit,closed
a00101,c00101,B00039,819183,2019-03-26,,
A00102,,b00041,836826,2020-01-26,SAVINGS,ACTIVE
A00103,c00103,B00016,865473,2018-07-02,checking,
a00104,C00104,B00041,723333,2016-11-18,,ACTIVE
a00105,C00105,b00004,370658,2023-01-28,SAVINGS,pending
A00106,C00106,B00006,695207,null,Checking,Closed
A00107,c00107,b00042,813194,2017-03-15,Checking,Active
A00108,C00108,B00003,636275,null,Savings,closed
A00109,C00109,b00005,989235,null,CHECKING,Pending
A00110,C00110,B00017,150098,2019-11-17,fixed deposit,Active
a00111,c00111,b00010,218202,2018-02-01,,active
a00112,c00112,B00041,861881,2015-12-03,FIXED DEPOSIT,ACTIVE
A00113,C00113,b00026,514588,null,savings,CLOSED
A00114,C00114,B00013,371003,2013-12-19,Checking,CLOSED
A00115,C00115,b00016,null,null,Fixed Deposit,Active
A00116,c00116,,471673,2013-12-30,savings,closed
A00117,C00117,B00047,271146,null,FIXED DEPOSIT,closed
a00118,C00118,,847937,2014-04-28,fixed deposit,Closed
,c00119,B00013,558647,2016-07-19,Savings,Closed
A00120,,B00045,140783,null,Fixed Deposit,CLOSED
A00121,,b00016,245514,2016-05-01,Savings,PENDING
A00122,C00122,b00043,null,2022-05-02,Savings,Pending
a00123,c00123,B00028,162814,2020-09-03,Savings,active
a00124,c00124,,203277,2018-01-03,,PENDING
a00125,,b00005,493287,2014-11-21,CHECKING,PENDING
,c00126,B00046,749476,2013-11-06,,Closed
a00127,C00127,B00011,679375,2020-06-30,,closed
A00128,C00128,B00026,437811,2017-07-29,SAVINGS,CLOSED
A00129,c00129,B00036,609512,2021-01-10,,Pending
A00130,C00130,B00021,527502,2019-09-19,savings,Closed
,C00131,B00022,null,2013-12-17,,Active
,C00132,B00039,457198,2018-01-01,,CLOSED
,C00133,,762510,null,savings,Active
A00134,c00134,b00006,904136,2021-02-07,fixed deposit,CLOSED
A00135,C00135,b00036,334129,2016-12-17,,CLOSED
a00136,C00136,b00037,null,2017-05-18,Savings,Pending
a00137,c00137,b00006,404132,2021-01-19,Savings,PENDING
A00138,C00138,B00048,791626,null,Checking,CLOSED
a00139,,B00012,818563,2021-12-23,checking,active
A00140,C00140,B00045,982490,2020-04-04,Savings,pending
a00141,C00141,B00044,87413,2015-06-15,,pending
A00142,C00142,B00040,266961,2020-06-10,Fixed Deposit,Closed
a00143,c00143,B00037,659778,2013-10-26,checking,
A00144,C00144,B00033,null,null,SAVINGS,Pending
A00145,c00145,b00044,13709,2018-04-18,,pending
A00146,,B00014,953420,2017-03-25,checking,closed
,,b00050,148120,2020-03-19,CHECKING,active
A00148,C00148,,869002,2023-05-03,Savings,CLOSED
A00149,C00149,b00039,347884,2016-01-27,Savings,pending
A00150,C00150,B00012,379302,2022-01-22,SAVINGS,CLOSED
A00151,C00151,B00009,574338,2016-12-12,checking,Pending
a00152,C00152,B00042,869446,2014-10-14,Checking,Closed
A00153,C00153,B00035,651748,2019-06-12,fixed deposit,ACTIVE
a00154,C00154,B00015,null,null,Checking,PENDING
A00155,c00155,B00042,83228,2015-03-21,Savings,pending
A00156,c00156,B00034,777592,2020-12-20,Fixed Deposit,pending
a00157,,B00023,323400,2016-09-07,Fixed Deposit,Active
a00158,C00158,B00005,279043,2017-11-28,fixed deposit,Active
a00159,C00159,b00047,120219,2017-03-21,fixed deposit,CLOSED
A00160,c00160,B00001,524378,2014-02-17,checking,
A00161,c00161,B00010,927546,2017-06-12,savings,closed
,C00162,b00023,null,null,Checking,active
A00163,C00163,B00004,437126,null,FIXED DEPOSIT,active
A00164,C00164,B00031,749510,2018-04-20,fixed deposit,
a00165,,B00001,796756,2023-08-23,Checking,ACTIVE
,c00166,B00001,724413,2018-04-18,SAVINGS,active
A00167,C00167,B00011,957436,2014-04-14,Checking,active
A00168,C00168,b00036,92856,2015-03-02,Fixed Deposit,active
A00169,C00169,B00024,992883,null,Checking,CLOSED
A00170,C00170,B00045,988862,2018-01-20,SAVINGS,active
,C00171,B00041,686765,2022-07-12,Fixed Deposit,CLOSED
A00172,C00172,B00028,510949,2015-07-21,,active
a00173,C00173,b00004,840716,2020-06-18,Savings,Closed
A00174,c00174,B00026,null,2017-04-10,savings,PENDING
A00175,C00175,B00038,786828,2016-03-23,checking,Closed
A00176,C00176,B00015,null,2022-05-10,,Closed
A00177,C00177,b00028,394923,2021-10-04,checking,ACTIVE
A00178,c00178,b00049,283306,2017-07-22,fixed deposit,Closed
a00179,c00179,,662401,2014-12-10,SAVINGS,Active
a00180,C00180,b00018,679626,2016-11-20,Savings,
A00181,c00181,b00008,367634,2018-03-18,checking,Active
,C00182,B00050,779217,2015-10-05,checking,pending
,C00183,B00045,238326,2015-11-20,fixed deposit,ACTIVE
a00184,C00184,b00047,752252,2021-01-22,Fixed Deposit,CLOSED
A00185,C00185,B00012,359838,2014-10-11,SAVINGS,pending
A00186,c00186,B00043,659959,2020-05-28,fixed deposit,closed
A00187,C00187,B00036,446621,2017-02-19,FIXED DEPOSIT,PENDING
A00188,C00188,B00049,314348,null,SAVINGS,Pending
a00189,c00189,,265516,2022-09-20,fixed deposit,Active
A00190,C00190,b00023,925343,2018-01-12,checking,closed
a00191,c00191,b00048,625070,2015-01-17,savings,active
A00192,c00192,,500772,2015-12-04,Fixed Deposit,closed
a00193,C00193,B00040,220549,2020-05-11,checking,
A00194,C00194,B00007,509830,2022-03-20,CHECKING,closed
A00195,C00195,B00021,null,2017-01-07,Checking,
a00196,C00196,B00007,703375,2015-08-27,fixed deposit,Active
A00197,C00197,,940177,2021-11-01,savings,closed
a00198,,B00039,682542,2016-07-21,savings,CLOSED
A00199,C00199,B00023,null,2021-02-07,checking,Closed
A00200,C00200,,null,2018-07-10,Savings,Active
A00201,C00201,B00008,867567,2015-01-28,CHECKING,ACTIVE
A00202,C00202,B00037,853501,2021-11-21,SAVINGS,Closed
a00203,c00203,B00027,559153,2021-05-27,fixed deposit,CLOSED
a00204,c00204,b00032,980029,2017-05-14,FIXED DEPOSIT,pending
A00205,c00205,B00023,476328,2018-03-27,SAVINGS,pending
a00206,C00206,B00041,994965,2015-04-12,Checking,closed
A00207,c00207,b00011,261081,2013-11-15,Savings,closed
a00208,C00208,B00044,453402,2015-03-03,savings,closed
a00209,C00209,B00038,225690,2014-08-26,checking,
A00210,c00210,B00040,133644,2022-11-15,Fixed Deposit,Pending
A00211,C00211,B00042,184312,2022-02-01,SAVINGS,PENDING
A00212,,,821833,2015-07-28,fixed deposit,Active
A00213,C00213,B00032,130251,2022-02-12,CHECKING,active
a00214,c00214,b00023,869542,2017-07-07,fixed deposit,Active
A00215,c00215,B00049,863158,2022-08-12,savings,ACTIVE
A00216,c00216,B00021,null,2021-07-09,savings,active
A00217,C00217,B00039,45940,2013-10-18,Checking,pending
A00218,C00218,b00042,null,2014-07-05,fixed deposit,active
a00219,c00219,b00044,917333,2020-09-19,SAVINGS,CLOSED
,,b00010,809155,2017-05-12,Fixed Deposit,ACTIVE
a00221,C00221,B00019,629995,2017-03-14,Savings,Pending
A00222,C00222,B00024,112422,2018-02-12,Checking,PENDING
A00223,C00223,B00011,512174,2017-05-17,,Active
A00224,c00224,B00036,590064,2020-09-06,fixed deposit,CLOSED
a00225,c00225,,600314,2014-01-19,Savings,active
a00226,c00226,B00002,362229,2019-10-19,,Active
A00227,c00227,B00002,851850,2023-02-16,CHECKING,active
A00228,c00228,B00050,728839,2022-10-24,savings,closed
a00229,c00229,b00013,247097,2016-05-31,Checking,Pending
,C00230,B00048,231442,null,FIXED DEPOSIT,CLOSED
A00231,c00231,B00023,188940,2021-09-26,savings,ACTIVE
A00232,C00232,B00015,220139,null,Checking,closed
A00233,C00233,B00007,228143,2014-12-09,,Active
A00234,,b00010,716596,2021-12-11,Checking,closed
a00235,C00235,B00027,716280,2016-04-04,SAVINGS,Active
a00236,C00236,B00013,627006,2020-12-22,Checking,ACTIVE
,C00237,B00015,null,2022-03-24,fixed deposit,Pending
a00238,C00238,B00023,278492,2020-12-29,Savings,PENDING
A00239,c00239,b00010,994838,2022-12-17,Checking,Pending
,c00240,B00024,870073,2017-05-23,Fixed Deposit,CLOSED
a00241,C00241,B00046,481308,2015-01-17,savings,CLOSED
A00242,C00242,b00030,2509,2018-03-30,SAVINGS,Pending
A00243,C00243,b00044,709277,2022-10-23,fixed deposit,Active
,C00244,B00009,976358,2016-03-03,SAVINGS,active
A00245,c00245,B00002,null,2018-07-31,savings,
a00246,,b00026,994474,2021-12-23,Checking,
A00247,C00247,B00007,488061,2022-09-17,FIXED DEPOSIT,active
A00248,c00248,B00045,731676,2018-10-23,Checking,Pending
,C00249,B00023,299859,2015-01-24,CHECKING,
A00250,c00250,B00010,631198,2020-01-28,Savings,Active
A00251,C00251,B00046,869134,2014-07-08,Fixed Deposit,ACTIVE
A00252,c00252,B00019,213943,2015-11-29,Savings,
a00253,C00253,b00010,939244,2021-07-14,,ACTIVE
A00254,c00254,B00009,478767,null,CHECKING,pending
,,B00022,716078,2014-04-11,SAVINGS,PENDING
A00256,c00256,B00031,891278,2018-09-02,fixed deposit,Active
A00257,c00257,,356679,2017-07-16,Checking,Closed
A00258,C00258,B00004,2033,2018-11-11,CHECKING,
A00259,C00259,,null,2014-10-13,Savings,CLOSED
a00260,c00260,B00049,28331,2014-01-05,savings,closed
A00261,C00261,b00031,878901,2015-01-13,SAVINGS,pending
a00262,C00262,,null,2018-09-02,Checking,
A00263,C00263,b00005,581517,2014-03-01,Savings,PENDING
A00264,,B00031,279295,2013-12-20,Checking,pending
a00265,C00265,b00042,381542,2017-05-20,checking,ACTIVE
A00266,c00266,B00014,813662,2023-01-10,Checking,
,C00267,b00017,null,null,Fixed Deposit,
A00268,C00268,B00021,447561,2013-11-09,FIXED DEPOSIT,closed
a00269,,b00024,375271,2019-05-19,Savings,pending
A00270,C00270,b00022,833680,null,CHECKING,active
,C00271,,null,2017-04-13,Savings,Closed
A00272,C00272,B00011,300054,2021-12-03,savings,closed
a00273,c00273,B00047,null,2018-09-14,,active
A00274,C00274,b00042,null,2016-07-05,Checking,Closed
A00275,c00275,b00021,263856,2018-01-04,Fixed Deposit,Closed
a00276,C00276,b00022,809960,2023-03-16,SAVINGS,closed
A00277,C00277,b00014,35937,2015-07-25,Fixed Deposit,closed
A00278,C00278,B00039,920382,2019-04-06,Checking,Active
a00279,c00279,b00026,443841,2022-03-18,checking,pending
a00280,C00280,B00029,759316,2016-10-22,Checking,
a00281,C00281,b00039,null,2021-11-09,savings,Active
A00282,c00282,B00040,784218,2020-02-16,Fixed Deposit,PENDING
a00283,C00283,b00033,590722,2020-02-17,,
a00284,C00284,b00046,55120,2023-02-21,savings,Closed
,C00285,B00012,null,2020-07-16,checking,ACTIVE
A00286,C00286,B00042,544359,2015-08-17,Checking,CLOSED
A00287,C00287,B00014,201492,2019-04-28,Checking,Active
a00288,C00288,B00038,583132,2021-12-28,Fixed Deposit,Pending
A00289,c00289,,926930,2020-04-10,savings,closed
a00290,C00290,B00011,139633,2019-02-02,Checking,closed
,C00291,B00024,616694,2021-08-22,fixed deposit,Pending
A00292,C00292,B00037,831674,2019-02-12,Fixed Deposit,ACTIVE
A00293,c00293,B00006,748978,2019-11-21,CHECKING,PENDING
A00294,C00294,B00003,345774,null,CHECKING,pending
a00295,C00295,B00030,985531,2019-12-10,savings,Pending
A00296,,,289963,null,Fixed Deposit,ACTIVE
A00297,c00297,B00021,858452,2016-01-02,,closed
,C00298,B00020,null,2020-09-08,checking,Active
A00299,c00299,B00028,540366,2022-03-14,FIXED DEPOSIT,pending
,C00300,B00035,345943,2020-12-17,savings,pending
A00301,C00301,B00046,14692,2013-11-26,SAVINGS,Closed
,C00302,B00030,371597,2018-04-19,fixed deposit,Closed
A00303,,b00003,null,2018-01-09,CHECKING,CLOSED
a00304,C00304,b00048,746724,2023-03-06,Checking,pending
A00305,c00305,b00027,599843,null,savings,Active
a00306,,b00037,240394,2021-12-05,savings,CLOSED
a00307,C00307,b00004,36171,2017-08-06,SAVINGS,PENDING
A00308,,b00002,193344,2019-12-28,FIXED DEPOSIT,Closed
A00309,,,611961,2014-11-03,Savings,Closed
A00310,C00310,b00021,510395,2021-04-09,savings,Closed
A00311,,B00021,709411,2022-10-14,savings,active
A00312,c00312,B00023,58468,2017-07-07,fixed deposit,CLOSED
A00313,C00313,b00042,880124,2017-08-28,CHECKING,Closed
A00314,,,488383,2020-10-11,savings,closed
A00315,c00315,b00005,759707,2023-05-08,Savings,PENDING
a00316,c00316,B00013,18886,2014-12-26,CHECKING,CLOSED
A00317,c00317,,136575,2015-02-07,Fixed Deposit,CLOSED
A00318,c00318,B00015,321933,2014-05-13,Savings,closed
a00319,C00319,B00007,430442,2019-01-05,Fixed Deposit,Active
A00320,C00320,,652341,2016-03-17,checking,
a00321,C00321,B00013,570688,2019-12-05,savings,pending
A00322,C00322,,399579,2022-08-14,CHECKING,closed
A00323,c00323,b00043,373997,null,SAVINGS,active
a00324,C00324,B00018,826891,2019-02-26,FIXED DEPOSIT,Active
A00325,C00325,B00042,965810,2021-02-10,SAVINGS,ACTIVE
,C00326,,null,2022-01-05,FIXED DEPOSIT,active
A00327,C00327,B00048,444970,2018-09-13,,Active
a00328,C00328,B00027,247384,2022-05-30,,
,c00329,B00006,266224,2016-12-02,FIXED DEPOSIT,pending
A00330,C00330,b00043,125610,2015-10-17,savings,pending
A00331,C00331,b00037,825255,2022-06-14,Checking,Pending
a00332,,B00009,525825,2021-10-22,,
A00333,C00333,b00018,null,2021-04-06,fixed deposit,Closed
A00334,c00334,B00042,704181,2023-06-21,checking,
,C00335,B00032,898769,2020-08-14,FIXED DEPOSIT,CLOSED
A00336,C00336,B00010,747848,2020-10-09,savings,Pending
A00337,C00337,B00030,null,2014-03-05,FIXED DEPOSIT,Active
a00338,C00338,B00042,null,2016-03-31,CHECKING,active
a00339,C00339,b00011,752280,2018-12-23,Fixed Deposit,closed
A00340,C00340,b00017,427517,2018-03-14,SAVINGS,pending
A00341,C00341,B00035,322045,null,Fixed Deposit,Active
