ACCOUNT_ID,TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_MEDIA,TRANSACTION_TYPE,TRANSACTION_AMOUNT,_silver_loaded_at
A00107,T03885,2020-05-20,Check,Transfer,74945,2026-04-17T08:27:31.745Z
A00116,T03057,2023-06-06,Check,Purchase,52124,2026-04-17T08:27:31.745Z
A00165,T04511,2021-02-02,Check,Deposit,83410,2026-04-17T08:27:31.745Z
A00197,T03969,2021-10-16,Cash,Withdrawal,62070,2026-04-17T08:27:31.745Z
A00201,T04357,2022-07-23,Check,Transfer,51697,2026-04-17T08:27:31.745Z
A00215,T02484,2016-08-07,Debit_Card,Deposit,92317,2026-04-17T08:27:31.745Z
A00239,T04559,2015-07-14,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00247,T04509,2020-01-10,Debit_Card,Transfer,60269,2026-04-17T08:27:31.745Z
A00267,T04950,2020-09-03,Check,Purchase,9870,2026-04-17T08:27:31.745Z
A00268,T04003,2020-12-26,Debit_Card,Deposit,9907,2026-04-17T08:27:31.745Z
A00335,T02719,2022-03-05,Check,Withdrawal,91912,2026-04-17T08:27:31.745Z
A00336,T03909,2022-08-22,Cash,Purchase,25786,2026-04-17T08:27:31.745Z
A00369,T04791,2021-07-29,Cash,Transfer,9266,2026-04-17T08:27:31.745Z
A00381,T03627,2021-09-19,Debit_Card,Deposit,91434,2026-04-17T08:27:31.745Z
A00382,T04831,2023-07-30,Check,Unknown,93992,2026-04-17T08:27:31.745Z
A00421,T03491,2019-11-24,Credit_Card,Deposit,69867,2026-04-17T08:27:31.745Z
A00473,T03904,2018-07-30,Debit_Card,Deposit,83238,2026-04-17T08:27:31.745Z
A00501,T04014,2018-06-02,Cash,Unknown,40833,2026-04-17T08:27:31.745Z
A00508,T04618,2023-07-25,Credit_Card,Withdrawal,70950,2026-04-17T08:27:31.745Z
A00522,T04916,2020-05-27,Check,Withdrawal,10541,2026-04-17T08:27:31.745Z
A00526,T03343,2023-04-30,Check,Transfer,79109,2026-04-17T08:27:31.745Z
A00532,T04951,2016-08-02,Check,Transfer,83966,2026-04-17T08:27:31.745Z
A00539,T02707,2021-02-13,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00557,T03383,2017-10-21,Debit_Card,Deposit,42905,2026-04-17T08:27:31.745Z
A00594,T04233,2020-10-22,Debit_Card,Withdrawal,31943,2026-04-17T08:27:31.745Z
A00599,T03765,2015-04-29,Debit_Card,Unknown,94323,2026-04-17T08:27:31.745Z
A00672,T04336,2016-06-16,Debit_Card,Transfer,35335,2026-04-17T08:27:31.745Z
A00693,T04135,2023-02-20,Cash,Withdrawal,65279,2026-04-17T08:27:31.745Z
A00697,T04746,2014-09-04,Debit_Card,Purchase,20271,2026-04-17T08:27:31.745Z
A00730,T04682,2018-08-13,Check,Unknown,89711,2026-04-17T08:27:31.745Z
A00773,T04937,2021-12-22,Credit_Card,Deposit,42994,2026-04-17T08:27:31.745Z
A00778,T04213,2015-11-02,Cash,Withdrawal,97609,2026-04-17T08:27:31.745Z
A00806,T01824,2017-10-15,Credit_Card,Transfer,94827,2026-04-17T08:27:31.745Z
A00824,T04762,2023-05-26,Check,Withdrawal,92031,2026-04-17T08:27:31.745Z
A00835,T04832,2021-11-26,Debit_Card,Withdrawal,10655,2026-04-17T08:27:31.745Z
A00845,T03888,2015-10-21,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00855,T04441,2019-01-06,Credit_Card,Deposit,43685,2026-04-17T08:27:31.745Z
A00908,T03894,2022-12-13,Check,Transfer,98785,2026-04-17T08:27:31.745Z
A00944,T04105,2014-05-11,Debit_Card,Withdrawal,37695,2026-04-17T08:27:31.745Z
A00972,T04705,2018-12-17,Check,Transfer,80799,2026-04-17T08:27:31.745Z
A00987,T03428,2016-01-07,Debit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00006,T04157,2020-09-25,Debit_Card,Withdrawal,34616,2026-04-17T08:27:31.745Z
A00073,T02388,2022-07-13,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00134,T04562,2019-04-14,Check,Transfer,49713,2026-04-17T08:27:31.745Z
A00330,T04879,2015-07-30,Cash,Transfer,25986,2026-04-17T08:27:31.745Z
A00511,T04740,2014-09-06,Check,Deposit,19600,2026-04-17T08:27:31.745Z
A00671,T04815,2017-09-18,Debit_Card,Purchase,98613,2026-04-17T08:27:31.745Z
A00700,T03994,2023-04-27,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00853,T04820,2019-04-28,Check,Withdrawal,80927,2026-04-17T08:27:31.745Z
A00890,T04398,2020-06-12,Credit_Card,Transfer,49717,2026-04-17T08:27:31.745Z
A00945,T04783,2015-01-31,Cash,Withdrawal,58234,2026-04-17T08:27:31.745Z
A00951,T04575,2014-06-28,Cash,Withdrawal,38106,2026-04-17T08:27:31.745Z
A00975,T04836,2019-04-26,Debit_Card,Withdrawal,43974,2026-04-17T08:27:31.745Z
A00976,T04966,2023-07-22,Credit_Card,Deposit,89041,2026-04-17T08:27:31.745Z
A00153,T04328,2021-04-10,Cash,Purchase,36707,2026-04-17T08:27:31.745Z
A00287,T03925,2019-09-06,Debit_Card,Deposit,14125,2026-04-17T08:27:31.745Z
A00293,T04640,2020-03-24,Credit_Card,Purchase,98455,2026-04-17T08:27:31.745Z
A00418,T04191,2023-03-17,Credit_Card,Purchase,34964,2026-04-17T08:27:31.745Z
A00487,T03766,2022-10-21,Credit_Card,Purchase,86392,2026-04-17T08:27:31.745Z
A00533,T04666,2023-07-18,Debit_Card,Unknown,13721,2026-04-17T08:27:31.745Z
A00609,T03621,2017-03-19,Credit_Card,Withdrawal,65491,2026-04-17T08:27:31.745Z
A00017,T04716,2020-07-11,Debit_Card,Withdrawal,10418,2026-04-17T08:27:31.745Z
A00024,T03663,2016-06-17,Check,Deposit,87545,2026-04-17T08:27:31.745Z
A00059,T04524,2023-05-05,Debit_Card,Deposit,53836,2026-04-17T08:27:31.745Z
A00062,T04187,2021-05-07,Credit_Card,Deposit,39098,2026-04-17T08:27:31.745Z
A00084,T04050,1900-01-01,Debit_Card,Transfer,74241,2026-04-17T08:27:31.745Z
A00094,T04586,2021-01-25,Credit_Card,Purchase,14640,2026-04-17T08:27:31.745Z
A00104,T03046,2021-09-13,Debit_Card,Transfer,41821,2026-04-17T08:27:31.745Z
A00141,T04964,2023-06-25,Unknown,Unknown,31012,2026-04-17T08:27:31.745Z
A00169,T03666,2019-04-14,Debit_Card,Deposit,55086,2026-04-17T08:27:31.745Z
A00181,T04339,2016-12-14,Cash,Withdrawal,74155,2026-04-17T08:27:31.745Z
A00191,T04839,2015-07-31,Unknown,Transfer,7012,2026-04-17T08:27:31.745Z
A00192,T03859,2023-01-14,Cash,Purchase,26439,2026-04-17T08:27:31.745Z
A00200,T04006,2021-11-08,Credit_Card,Withdrawal,91024,2026-04-17T08:27:31.745Z
A00203,T04271,2017-12-22,Cash,Deposit,36643,2026-04-17T08:27:31.745Z
A00299,T04183,2017-10-12,Credit_Card,Transfer,27018,2026-04-17T08:27:31.745Z
A00322,T04220,2015-02-13,Debit_Card,Purchase,91543,2026-04-17T08:27:31.745Z
A00331,T04934,2022-09-10,Cash,Withdrawal,20311,2026-04-17T08:27:31.745Z
A00337,T04678,1900-01-01,Check,Transfer,53202,2026-04-17T08:27:31.745Z
A00351,T04430,2017-12-16,Debit_Card,Deposit,75694,2026-04-17T08:27:31.745Z
A00368,T00881,2023-05-17,Unknown,Purchase,90398,2026-04-17T08:27:31.745Z
A00370,T04381,2020-10-25,Cash,Withdrawal,22353,2026-04-17T08:27:31.745Z
A00407,T04603,2018-03-21,Check,Deposit,25009,2026-04-17T08:27:31.745Z
A00423,T04334,2020-11-23,Debit_Card,Unknown,82585,2026-04-17T08:27:31.745Z
A00426,T03492,1900-01-01,Unknown,Transfer,93297,2026-04-17T08:27:31.745Z
A00427,T03332,2017-04-29,Credit_Card,Transfer,9324,2026-04-17T08:27:31.745Z
A00471,T04873,2014-02-01,Cash,Purchase,41921,2026-04-17T08:27:31.745Z
A00500,T04656,2016-07-13,Unknown,Withdrawal,23697,2026-04-17T08:27:31.745Z
A00542,T03919,2022-03-05,Cash,Withdrawal,96202,2026-04-17T08:27:31.745Z
A00564,T04632,2022-06-08,Debit_Card,Transfer,17799,2026-04-17T08:27:31.745Z
A00588,T04118,1900-01-01,Unknown,Purchase,4222,2026-04-17T08:27:31.745Z
A00628,T03349,2018-05-14,Unknown,Transfer,59366,2026-04-17T08:27:31.745Z
A00631,T02598,2023-02-15,Check,Withdrawal,96805,2026-04-17T08:27:31.745Z
A00657,T04733,2019-07-15,Check,Withdrawal,43119,2026-04-17T08:27:31.745Z
A00662,T04440,2019-11-04,Check,Transfer,46134,2026-04-17T08:27:31.745Z
A00669,T02844,2014-10-15,Check,Purchase,57424,2026-04-17T08:27:31.745Z
A00676,T04130,2016-06-06,Cash,Withdrawal,49434,2026-04-17T08:27:31.745Z
A00678,T02787,2016-01-01,Cash,Transfer,66431,2026-04-17T08:27:31.745Z
A00717,T04672,2019-03-18,Cash,Purchase,768,2026-04-17T08:27:31.745Z
A00733,T04919,2018-01-13,Cash,Purchase,68141,2026-04-17T08:27:31.745Z
A00758,T04647,2021-12-24,Check,Transfer,88788,2026-04-17T08:27:31.745Z
A00762,T03364,2022-05-05,Check,Deposit,46272,2026-04-17T08:27:31.745Z
A00766,T04219,2023-05-28,Check,Purchase,1861,2026-04-17T08:27:31.745Z
A00782,T04661,2020-12-23,Check,Deposit,42023,2026-04-17T08:27:31.745Z
A00800,T02751,2017-03-18,Check,Deposit,92190,2026-04-17T08:27:31.745Z
A00836,T03029,2023-05-12,Cash,Deposit,69134,2026-04-17T08:27:31.745Z
A00857,T03652,2019-02-06,Cash,Transfer,29032,2026-04-17T08:27:31.745Z
A00938,T01027,2021-12-16,Debit_Card,Withdrawal,506,2026-04-17T08:27:31.745Z
A00018,T04887,2022-02-16,Credit_Card,Withdrawal,69185,2026-04-17T08:27:31.745Z
A00122,T04531,2014-05-15,Unknown,Unknown,20175,2026-04-17T08:27:31.745Z
A00476,T04943,2016-05-19,Debit_Card,Withdrawal,40426,2026-04-17T08:27:31.745Z
A00561,T03802,2021-07-05,Cash,Purchase,20497,2026-04-17T08:27:31.745Z
A00569,T04514,2019-04-11,Cash,Transfer,22904,2026-04-17T08:27:31.745Z
A00589,T03836,2021-04-08,Credit_Card,Withdrawal,12904,2026-04-17T08:27:31.745Z
A00619,T04484,2023-05-06,Cash,Withdrawal,3131,2026-04-17T08:27:31.745Z
A00622,T04342,2015-03-04,Cash,Transfer,80206,2026-04-17T08:27:31.745Z
A00636,T03304,2014-02-16,Credit_Card,Withdrawal,81850,2026-04-17T08:27:31.745Z
A00651,T03738,1900-01-01,Credit_Card,Purchase,80714,2026-04-17T08:27:31.745Z
A00884,T04473,2022-07-30,Check,Deposit,71150,2026-04-17T08:27:31.745Z
A00918,T02935,1900-01-01,Debit_Card,Transfer,63090,2026-04-17T08:27:31.745Z
A00138,T04983,2017-02-26,Debit_Card,Purchase,13136,2026-04-17T08:27:31.745Z
A00556,T03342,2014-12-14,Unknown,Deposit,56122,2026-04-17T08:27:31.745Z
A00798,T04953,2022-06-06,Credit_Card,Withdrawal,45266,2026-04-17T08:27:31.745Z
A00060,T03694,2018-10-06,Check,Purchase,39280,2026-04-17T08:27:31.745Z
A00064,T03399,1900-01-01,Debit_Card,Deposit,27003,2026-04-17T08:27:31.745Z
A00080,T04526,2023-03-04,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00127,T03798,2020-05-06,Debit_Card,Transfer,67972,2026-04-17T08:27:31.745Z
A00144,T01556,2019-12-21,Credit_Card,Purchase,47451,2026-04-17T08:27:31.745Z
A00151,T04711,2021-05-28,Check,Transfer,96649,2026-04-17T08:27:31.745Z
A00166,T04467,2020-01-15,Check,Withdrawal,41707,2026-04-17T08:27:31.745Z
A00210,T04208,1900-01-01,Credit_Card,Withdrawal,27750,2026-04-17T08:27:31.745Z
A00212,T04160,2017-10-19,Cash,Deposit,33779,2026-04-17T08:27:31.745Z
A00271,T04908,2023-04-17,Unknown,Deposit,38778,2026-04-17T08:27:31.745Z
A00273,T03667,2016-08-20,Credit_Card,Deposit,19336,2026-04-17T08:27:31.745Z
A00288,T04591,2014-06-05,Check,Unknown,80115,2026-04-17T08:27:31.745Z
A00302,T04519,2017-05-06,Cash,Transfer,63659,2026-04-17T08:27:31.745Z
A00367,T03863,2016-04-08,Debit_Card,Transfer,79186,2026-04-17T08:27:31.745Z
A00378,T04448,2018-10-20,Cash,Transfer,76405,2026-04-17T08:27:31.745Z
A00390,T03095,2018-06-04,Debit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00442,T04248,2018-02-27,Cash,Transfer,28577,2026-04-17T08:27:31.745Z
A00456,T03638,2022-06-06,Unknown,Deposit,45503,2026-04-17T08:27:31.745Z
A00492,T04743,2020-02-24,Cash,Withdrawal,41411,2026-04-17T08:27:31.745Z
A00499,T04877,2019-12-04,Credit_Card,Deposit,86467,2026-04-17T08:27:31.745Z
A00528,T04529,2019-08-27,Check,Purchase,65741,2026-04-17T08:27:31.745Z
A00565,T04181,2021-02-08,Check,Deposit,36876,2026-04-17T08:27:31.745Z
A00583,T03149,2020-04-30,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00613,T04203,2019-06-09,Cash,Withdrawal,3115,2026-04-17T08:27:31.745Z
A00623,T04805,2016-11-10,Unknown,Withdrawal,36429,2026-04-17T08:27:31.745Z
A00641,T04563,2020-10-08,Debit_Card,Withdrawal,64013,2026-04-17T08:27:31.745Z
A00647,T04941,2016-01-02,Check,Transfer,71557,2026-04-17T08:27:31.745Z
A00680,T04284,2015-03-04,Credit_Card,Purchase,49558,2026-04-17T08:27:31.745Z
A00689,T04802,2016-04-02,Debit_Card,Deposit,39912,2026-04-17T08:27:31.745Z
A00710,T04064,2018-10-31,Debit_Card,Transfer,99891,2026-04-17T08:27:31.745Z
A00738,T04845,2022-01-13,Cash,Transfer,63062,2026-04-17T08:27:31.745Z
A00781,T01501,2017-06-03,Unknown,Withdrawal,99096,2026-04-17T08:27:31.745Z
A00784,T04696,2014-12-07,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00826,T03933,2021-09-08,Credit_Card,Purchase,4753,2026-04-17T08:27:31.745Z
A00860,T04709,1900-01-01,Debit_Card,Purchase,62058,2026-04-17T08:27:31.745Z
A00902,T03777,2018-01-23,Cash,Purchase,30885,2026-04-17T08:27:31.745Z
A00919,T04588,2014-08-20,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00929,T03084,1900-01-01,Cash,Purchase,44035,2026-04-17T08:27:31.745Z
A00948,T04896,2023-05-07,Unknown,Transfer,69349,2026-04-17T08:27:31.745Z
A00958,T04610,2022-01-14,Credit_Card,Deposit,94190,2026-04-17T08:27:31.745Z
A00105,T03496,2023-03-31,Check,Unknown,49713,2026-04-17T08:27:31.745Z
A00194,T04140,2021-05-15,Credit_Card,Withdrawal,69672,2026-04-17T08:27:31.745Z
A00213,T04437,2016-04-25,Cash,Transfer,2154,2026-04-17T08:27:31.745Z
A00238,T03936,2023-05-30,Debit_Card,Deposit,86,2026-04-17T08:27:31.745Z
A00334,T04637,2017-09-25,Unknown,Purchase,83025,2026-04-17T08:27:31.745Z
A00490,T04460,2016-06-14,Cash,Deposit,45526,2026-04-17T08:27:31.745Z
A00495,T03698,2020-06-07,Check,Deposit,22412,2026-04-17T08:27:31.745Z
A00666,T04834,2018-01-30,Debit_Card,Purchase,19813,2026-04-17T08:27:31.745Z
A00675,T03518,2014-11-10,Credit_Card,Withdrawal,22037,2026-04-17T08:27:31.745Z
A00688,T04041,2018-03-24,Debit_Card,Unknown,70462,2026-04-17T08:27:31.745Z
A00792,T04673,2021-05-23,Debit_Card,Withdrawal,48181,2026-04-17T08:27:31.745Z
A00848,T03623,2019-12-20,Unknown,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00892,T02507,2015-03-31,Cash,Unknown,93479,2026-04-17T08:27:31.745Z
A00925,T04886,2022-06-25,Credit_Card,Deposit,84407,2026-04-17T08:27:31.745Z
A00042,T04455,2022-03-15,Unknown,Unknown,66195,2026-04-17T08:27:31.745Z
A00316,T03083,2018-05-21,Unknown,Purchase,96513,2026-04-17T08:27:31.745Z
A00416,T02461,2021-10-19,Check,Withdrawal,21066,2026-04-17T08:27:31.745Z
A00793,T04362,2022-08-12,Debit_Card,Deposit,87454,2026-04-17T08:27:31.745Z
A00833,T04907,2022-01-30,Credit_Card,Withdrawal,88510,2026-04-17T08:27:31.745Z
A00859,T01481,2017-09-07,Check,Withdrawal,12172,2026-04-17T08:27:31.745Z
A00052,T04331,2023-03-05,Credit_Card,Deposit,29296,2026-04-17T08:27:31.745Z
A00058,T04436,2017-11-26,Credit_Card,Unknown,97698,2026-04-17T08:27:31.745Z
A00086,T04451,2023-05-26,Cash,Transfer,91891,2026-04-17T08:27:31.745Z
A00128,T04956,2018-07-13,Cash,Withdrawal,37541,2026-04-17T08:27:31.745Z
A00180,T04922,2017-08-18,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00183,T04655,2022-09-01,Credit_Card,Withdrawal,25083,2026-04-17T08:27:31.745Z
A00185,T04565,2022-02-09,Cash,Purchase,16592,2026-04-17T08:27:31.745Z
A00190,T02978,2016-01-19,Cash,Purchase,59113,2026-04-17T08:27:31.745Z
A00319,T03092,2015-02-13,Check,Transfer,69184,2026-04-17T08:27:31.745Z
A00338,T04848,2022-06-21,Unknown,Withdrawal,2552,2026-04-17T08:27:31.745Z
A00343,T04978,2020-09-23,Debit_Card,Purchase,83479,2026-04-17T08:27:31.745Z
A00394,T03387,2022-09-01,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00403,T04876,2018-09-23,Check,Transfer,55998,2026-04-17T08:27:31.745Z
A00404,T03950,2023-07-01,Check,Purchase,87234,2026-04-17T08:27:31.745Z
A00429,T04606,2018-12-26,Check,Deposit,52276,2026-04-17T08:27:31.745Z
A00432,T04703,2020-02-11,Check,Withdrawal,94565,2026-04-17T08:27:31.745Z
A00435,T02842,2021-09-28,Check,Withdrawal,68146,2026-04-17T08:27:31.745Z
A00439,T03495,2016-01-27,Credit_Card,Transfer,31119,2026-04-17T08:27:31.745Z
A00478,T04601,2020-08-15,Debit_Card,Transfer,16180,2026-04-17T08:27:31.745Z
A00513,T04835,2020-12-10,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00567,T04379,2020-07-14,Cash,Purchase,54146,2026-04-17T08:27:31.745Z
A00593,T04116,2023-01-18,Unknown,Deposit,14313,2026-04-17T08:27:31.745Z
A00601,T03059,2023-02-23,Credit_Card,Withdrawal,88565,2026-04-17T08:27:31.745Z
A00604,T03807,2022-06-21,Debit_Card,Unknown,43726,2026-04-17T08:27:31.745Z
A00614,T04523,2018-04-25,Check,Deposit,82218,2026-04-17T08:27:31.745Z
A00626,T04641,2023-01-02,Debit_Card,Withdrawal,18632,2026-04-17T08:27:31.745Z
A00640,T04569,2022-02-07,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00643,T04777,2014-11-01,Unknown,Deposit,67629,2026-04-17T08:27:31.745Z
A00661,T04996,2020-02-10,Check,Deposit,40878,2026-04-17T08:27:31.745Z
A00728,T04501,2019-04-17,Debit_Card,Purchase,94578,2026-04-17T08:27:31.745Z
A00735,T04778,2018-10-31,Check,Deposit,90324,2026-04-17T08:27:31.745Z
A00747,T04974,2016-08-02,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00753,T02881,2019-12-26,Unknown,Unknown,84822,2026-04-17T08:27:31.745Z
A00757,T04706,2018-08-05,Check,Deposit,50175,2026-04-17T08:27:31.745Z
A00777,T03312,2016-05-25,Credit_Card,Deposit,85990,2026-04-17T08:27:31.745Z
A00799,T04829,2019-10-01,Unknown,Deposit,3866,2026-04-17T08:27:31.745Z
A00818,T03195,2013-11-02,Cash,Unknown,84467,2026-04-17T08:27:31.745Z
A00829,T04583,2023-01-24,Cash,Withdrawal,38337,2026-04-17T08:27:31.745Z
A00873,T03583,2015-05-09,Cash,Unknown,52718,2026-04-17T08:27:31.745Z
A00907,T03852,2016-06-27,Cash,Transfer,63448,2026-04-17T08:27:31.745Z
A00966,T04428,2021-09-21,Unknown,Purchase,50516,2026-04-17T08:27:31.745Z
A00981,T01274,2020-10-02,Credit_Card,Transfer,83847,2026-04-17T08:27:31.745Z
A00990,T03618,2016-12-06,Debit_Card,Transfer,5282,2026-04-17T08:27:31.745Z
A00991,T04739,2013-12-10,Check,Unknown,46317,2026-04-17T08:27:31.745Z
A00996,T04664,1900-01-01,Check,Deposit,29619,2026-04-17T08:27:31.745Z
A00083,T04865,2023-05-31,Credit_Card,Deposit,56508,2026-04-17T08:27:31.745Z
A00149,T00353,2023-03-12,Check,Withdrawal,70275,2026-04-17T08:27:31.745Z
A00323,T04715,2023-02-22,Cash,Withdrawal,45695,2026-04-17T08:27:31.745Z
A00402,T03545,2022-10-07,Check,Transfer,48414,2026-04-17T08:27:31.745Z
A00428,T04091,1900-01-01,Credit_Card,Transfer,99482,2026-04-17T08:27:31.745Z
A00458,T04063,2022-06-24,Credit_Card,Deposit,98265,2026-04-17T08:27:31.745Z
A00596,T04861,2017-02-19,Credit_Card,Deposit,86741,2026-04-17T08:27:31.745Z
A00602,T04944,2021-05-30,Debit_Card,Deposit,18018,2026-04-17T08:27:31.745Z
A00615,T03683,2019-11-21,Unknown,Unknown,13790,2026-04-17T08:27:31.745Z
A00786,T03488,2022-10-21,Unknown,Purchase,24662,2026-04-17T08:27:31.745Z
A00825,T01943,2022-01-10,Debit_Card,Transfer,5328,2026-04-17T08:27:31.745Z
A00393,T04046,2019-05-18,Check,Purchase,39909,2026-04-17T08:27:31.745Z
A00707,T04858,2018-04-19,Credit_Card,Transfer,1394,2026-04-17T08:27:31.745Z
A00865,T01592,2015-05-03,Cash,Withdrawal,13351,2026-04-17T08:27:31.745Z
A00021,T04763,2019-02-10,Unknown,Unknown,74952,2026-04-17T08:27:31.745Z
A00039,T04760,2020-03-25,Credit_Card,Unknown,22230,2026-04-17T08:27:31.745Z
A00049,T03935,2018-06-25,Debit_Card,Deposit,20920,2026-04-17T08:27:31.745Z
A00050,T03049,2015-10-23,Unknown,Withdrawal,46068,2026-04-17T08:27:31.745Z
A00082,T03889,2020-07-18,Unknown,Withdrawal,52087,2026-04-17T08:27:31.745Z
A00091,T03532,2022-01-19,Credit_Card,Withdrawal,13676,2026-04-17T08:27:31.745Z
A00120,T03794,2019-03-09,Cash,Unknown,68322,2026-04-17T08:27:31.745Z
A00133,T04163,2021-08-05,Check,Purchase,40171,2026-04-17T08:27:31.745Z
A00143,T03993,2021-08-14,Debit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00145,T03446,2015-05-09,Cash,Deposit,75927,2026-04-17T08:27:31.745Z
A00167,T04039,2020-10-22,Credit_Card,Purchase,73658,2026-04-17T08:27:31.745Z
A00186,T04247,2014-09-17,Cash,Purchase,81539,2026-04-17T08:27:31.745Z
A00195,T02253,2019-01-29,Check,Transfer,84070,2026-04-17T08:27:31.745Z
A00230,T03587,2020-04-30,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00237,T04076,2020-09-13,Credit_Card,Withdrawal,10786,2026-04-17T08:27:31.745Z
A00259,T04122,2022-01-14,Unknown,Deposit,15808,2026-04-17T08:27:31.745Z
A00274,T04863,2019-02-03,Credit_Card,Withdrawal,82691,2026-04-17T08:27:31.745Z
A00284,T03058,2017-03-24,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00289,T04704,2016-01-11,Cash,Deposit,44825,2026-04-17T08:27:31.745Z
A00292,T04313,2023-07-11,Debit_Card,Withdrawal,84060,2026-04-17T08:27:31.745Z
A00296,T04137,2015-05-14,Debit_Card,Deposit,94831,2026-04-17T08:27:31.745Z
A00297,T04987,2020-03-23,Debit_Card,Purchase,75504,2026-04-17T08:27:31.745Z
A00325,T04963,1900-01-01,Credit_Card,Transfer,22532,2026-04-17T08:27:31.745Z
A00354,T04708,2021-10-28,Cash,Deposit,29157,2026-04-17T08:27:31.745Z
A00361,T03795,2019-05-10,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00375,T03066,2014-04-28,Debit_Card,Deposit,4604,2026-04-17T08:27:31.745Z
A00386,T04753,2017-02-25,Debit_Card,Purchase,11484,2026-04-17T08:27:31.745Z
A00410,T04545,2021-04-22,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00414,T04910,2019-10-18,Credit_Card,Purchase,3682,2026-04-17T08:27:31.745Z
A00483,T03248,2020-11-02,Debit_Card,Withdrawal,5441,2026-04-17T08:27:31.745Z
A00555,T03396,2018-12-20,Debit_Card,Purchase,56375,2026-04-17T08:27:31.745Z
A00559,T02792,2021-07-09,Credit_Card,Deposit,35945,2026-04-17T08:27:31.745Z
A00562,T04177,2015-12-20,Credit_Card,Deposit,85225,2026-04-17T08:27:31.745Z
A00598,T04349,2018-05-16,Cash,Transfer,43028,2026-04-17T08:27:31.745Z
A00621,T04032,2020-03-01,Check,Deposit,55402,2026-04-17T08:27:31.745Z
A00658,T04560,2013-11-29,Check,Withdrawal,11310,2026-04-17T08:27:31.745Z
A00686,T03501,2014-03-13,Cash,Purchase,49713,2026-04-17T08:27:31.745Z
A00706,T04513,2021-06-25,Credit_Card,Withdrawal,90565,2026-04-17T08:27:31.745Z
A00724,T03211,2015-07-21,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00729,T04387,2023-03-05,Debit_Card,Transfer,3126,2026-04-17T08:27:31.745Z
A00785,T04209,2022-07-18,Check,Deposit,82955,2026-04-17T08:27:31.745Z
A00813,T04466,2019-12-24,Cash,Purchase,32067,2026-04-17T08:27:31.745Z
A00841,T04566,2022-02-26,Unknown,Transfer,58968,2026-04-17T08:27:31.745Z
A00879,T04789,2021-12-05,Debit_Card,Purchase,17516,2026-04-17T08:27:31.745Z
A00903,T03474,2014-02-19,Cash,Withdrawal,66342,2026-04-17T08:27:31.745Z
A00920,T04985,2023-05-01,Check,Transfer,20004,2026-04-17T08:27:31.745Z
A00943,T04750,2019-08-08,Check,Purchase,53948,2026-04-17T08:27:31.745Z
A00998,T04496,2020-10-18,Cash,Deposit,64083,2026-04-17T08:27:31.745Z
A00001,T04494,2020-04-04,Credit_Card,Purchase,67041,2026-04-17T08:27:31.745Z
A00025,T03593,2014-11-07,Debit_Card,Deposit,76383,2026-04-17T08:27:31.745Z
A00053,T02606,2019-08-02,Credit_Card,Unknown,95640,2026-04-17T08:27:31.745Z
A00063,T04992,1900-01-01,Debit_Card,Deposit,19121,2026-04-17T08:27:31.745Z
A00125,T04657,2021-09-02,Debit_Card,Deposit,17948,2026-04-17T08:27:31.745Z
A00170,T04341,2021-04-09,Debit_Card,Purchase,12234,2026-04-17T08:27:31.745Z
A00345,T04892,1900-01-01,Check,Unknown,93543,2026-04-17T08:27:31.745Z
A00387,T04445,2019-09-24,Check,Deposit,78142,2026-04-17T08:27:31.745Z
A00536,T04320,2019-05-19,Unknown,Withdrawal,72443,2026-04-17T08:27:31.745Z
A00574,T01170,2016-02-28,Cash,Purchase,37128,2026-04-17T08:27:31.745Z
A00687,T04714,2021-08-15,Debit_Card,Transfer,16705,2026-04-17T08:27:31.745Z
A00709,T03592,2022-08-06,Cash,Withdrawal,36093,2026-04-17T08:27:31.745Z
A00802,T04487,2019-01-07,Credit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00828,T04677,2023-06-26,Check,Deposit,6242,2026-04-17T08:27:31.745Z
